sku,period,forecast_qty,planned_inbound,net_qty,avg_net_price,unit_cost,forecast_revenue,forecast_cost,forecast_margin,forecast_margin_pct,recommended,score,recommendation_reason,recommended_action
985312532,2025-06,0.0,0.0,0.0,22769.125,23740.632222222222,0.0,0.0,0.0,0.0,Нет,0.0,низкая маржа и высокая комиссия,Не запускать (убыточно)
985312532,2025-07,0.0,0.0,0.0,22769.125,23740.632222222222,0.0,0.0,0.0,0.0,Нет,0.0,низкая маржа и высокая комиссия,Не запускать (убыточно)
985384136,2025-05,0.0,0.0,0.0,24144.0,27485.0,0.0,0.0,0.0,0.0,Нет,0.0,низкая маржа и высокая комиссия,Не запускать (убыточно)
985384136,2025-06,0.0,0.0,0.0,24144.0,27485.0,0.0,0.0,0.0,0.0,Нет,0.0,низкая маржа и высокая комиссия,Не запускать (убыточно)
985384136,2025-07,0.0,0.0,0.0,24144.0,27485.0,0.0,0.0,0.0,0.0,Нет,0.0,низкая маржа и высокая комиссия,Не запускать (убыточно)
986638247,2025-05,0.0,0.0,0.0,29640.0,7251.5,0.0,0.0,0.0,0.0,Нет,0.0,низкая маржа и высокая комиссия,Не запускать (убыточно)
986638247,2025-06,0.0,0.0,0.0,29640.0,7251.5,0.0,0.0,0.0,0.0,Нет,0.0,низкая маржа и высокая комиссия,Не запускать (убыточно)
986638247,2025-07,0.0,0.0,0.0,29640.0,7251.5,0.0,0.0,0.0,0.0,Нет,0.0,низкая маржа и высокая комиссия,Не запускать (убыточно)
986670006,2025-05,0.0,0.0,0.0,16619.0,26943.760000000002,0.0,0.0,0.0,0.0,Нет,0.0,низкая маржа и высокий возврат; низкая маржа и высокая комиссия,Не запускать (убыточно)
986670006,2025-06,0.0,0.0,0.0,16619.0,26943.760000000002,0.0,0.0,0.0,0.0,Нет,0.0,низкая маржа и высокий возврат; низкая маржа и высокая комиссия,Не запускать (убыточно)
986670006,2025-07,0.0,0.0,0.0,16619.0,26943.760000000002,0.0,0.0,0.0,0.0,Нет,0.0,низкая маржа и высокий возврат; низкая маржа и высокая комиссия,Не запускать (убыточно)
986693525,2025-05,0.0,0.0,0.0,26121.0,6409.5,0.0,0.0,0.0,0.0,Нет,0.0,низкая маржа и высокая комиссия,Не запускать (убыточно)
986693525,2025-06,0.0,0.0,0.0,26121.0,6409.5,0.0,0.0,0.0,0.0,Нет,0.0,низкая маржа и высокая комиссия,Не запускать (убыточно)
986693525,2025-07,0.0,0.0,0.0,26121.0,6409.5,0.0,0.0,0.0,0.0,Нет,0.0,низкая маржа и высокая комиссия,Не запускать (убыточно)
999667986,2025-05,4.000000736434914,0.0,0.0,10089.933333333332,12735.202000000001,0.0,0.0,0.0,0.0,Нет,0.0,низкая маржа и высокая комиссия,Не запускать (убыточно)
999667986,2025-06,4.100000183770132,0.0,0.0,10089.933333333332,12735.202000000001,0.0,0.0,0.0,0.0,Нет,0.0,низкая маржа и высокая комиссия,Не запускать (убыточно)
999667986,2025-07,4.199999631105351,0.0,0.0,10089.933333333332,12735.202000000001,0.0,0.0,0.0,0.0,Нет,0.0,низкая маржа и высокая комиссия,Не запускать (убыточно)
