Номер заказа;Номер отправления;Дата отгрузки;Сумма отправления;OZON id;Ваша цена;Оплачено покупателем;Цена товара до скидок;Скидка %;Скидка руб
0147088415-0015;0147088415-0015-1;12.02.2025 13:00;11136.00;1079018891;11136.00;8461.00;17465.00;36%;6329.00
0190355592-0003;0190355592-0003-1;11.02.2025 13:00;19372.00;985165859;19372.00;15647.00;27330.00;29%;7958.00
0136927011-0067;0136927011-0067-1;11.02.2025 13:00;30666.00;985312532;30666.00;24629.00;48500.00;37%;17834.00
80617184-0073;80617184-0073-1;11.02.2025 13:00;5612.00;1720555710;5612.00;4406.00;8600.00;35%;2988.00
0144269864-0230;0144269864-0230-1;11.02.2025 13:00;18248.00;985032210;18248.00;14294.00;25763.00;29%;7515.00
0131294929-0103;0131294929-0103-1;11.02.2025 13:00;37000.00;986693525;37000.00;29901.00;50700.00;27%;13700.00
0141517204-0034;0141517204-0034-1;11.02.2025 13:00;13179.00;1266364538;13179.00;10249.00;22052.00;40%;8873.00
0130371720-0036;0130371720-0036-1;11.02.2025 13:00;5374.00;1232919540;5374.00;4230.00;7998.00;33%;2624.00
52402682-0172;52402682-0172-18;11.02.2025 13:00;14503.00;1078999549;14503.00;10810.04;20277.00;28%;5774.00
71016922-0080;71016922-0080-1;10.02.2025 13:00;6142.00;1091369491;6142.00;4663.00;8177.00;25%;2035.00
03874158-0292;03874158-0292-1;10.02.2025 13:00;11136.00;1079018891;11136.00;8660.00;17465.00;36%;6329.00
45551538-0013;45551538-0013-1;10.02.2025 13:00;11710.00;1064626945;11710.00;9114.00;16849.00;30%;5139.00
0181620585-0053;0181620585-0053-1;10.02.2025 13:00;5106.00;1232919540;5106.00;4012.00;7730.00;34%;2624.00
88498227-0141;88498227-0141-1;10.02.2025 13:00;12326.00;1064626945;12326.00;9577.00;17465.00;29%;5139.00
0123141499-0161;0123141499-0161-1;10.02.2025 13:00;18711.00;955086816;18711.00;14633.00;25715.00;27%;7004.00
0127626244-0086;0127626244-0086-1;10.02.2025 13:00;14184.00;985189781;14184.00;11020.00;22591.00;37%;8407.00
69791845-0222;69791845-0222-1;10.02.2025 13:00;12168.00;1577323801;12168.00;9454.00;17465.00;30%;5297.00
0150009616-0036;0150009616-0036-2;10.02.2025 13:00;11136.00;1079018891;11136.00;8654.00;17465.00;36%;6329.00
35328085-0143;35328085-0143-1;09.02.2025 13:00;25707.00;1325921922;25707.00;20519.00;27060.00;5%;1353.00
36274946-0377;36274946-0377-1;09.02.2025 13:00;13020.00;965922030;13020.00;10116.00;17465.00;25%;4445.00
49575589-0466;49575589-0466-1;09.02.2025 13:00;18711.00;955086816;18711.00;14109.00;25715.00;27%;7004.00
0119985406-0042;0119985406-0042-1;09.02.2025 13:00;11136.00;1079018891;11136.00;8652.00;17465.00;36%;6329.00
0193375057-0002;0193375057-0002-1;09.02.2025 13:00;11919.00;1442316061;11919.00;8890.00;18000.00;34%;6081.00
0129846125-0017;0129846125-0017-1;08.02.2025 13:00;15000.00;1078876750;15000.00;11648.00;20774.00;28%;5774.00
77197500-0288;77197500-0288-3;08.02.2025 13:00;17100.00;1083302078;17100.00;13092.93;24963.00;32%;7863.00
0156956441-0025;0156956441-0025-1;08.02.2025 13:00;12326.00;1064626945;12326.00;9537.00;17465.00;29%;5139.00
66313180-0063;66313180-0063-1;08.02.2025 13:00;30666.00;985312532;30666.00;24295.00;48500.00;37%;17834.00
68497823-0174;68497823-0174-4;08.02.2025 13:00;14184.00;985189781;14184.00;11007.00;22591.00;37%;8407.00
68497823-0174;68497823-0174-13;08.02.2025 13:00;14184.00;985189781;14184.00;11007.00;22591.00;37%;8407.00
76052736-0055;76052736-0055-4;08.02.2025 13:00;5612.00;1720555710;5612.00;4362.00;8600.00;35%;2988.00
81770871-0040;81770871-0040-1;07.02.2025 13:00;11136.00;1079018891;11136.00;8558.00;17465.00;36%;6329.00
59270605-0042;59270605-0042-1;07.02.2025 13:00;14184.00;985189781;14184.00;10433.00;22591.00;37%;8407.00
0112044161-0017;0112044161-0017-1;07.02.2025 13:00;6048.00;1233015711;6048.00;4692.00;8756.00;31%;2708.00
80544546-0027;80544546-0027-1;06.02.2025 13:00;34000.00;967621232;34000.00;27354.00;43000.00;21%;9000.00
0138483247-0097;0138483247-0097-1;06.02.2025 13:00;12168.00;1577323801;12168.00;8596.00;17465.00;30%;5297.00
17964684-0554;17964684-0554-1;06.02.2025 13:00;11136.00;1079018891;11136.00;8178.00;17465.00;36%;6329.00
59748077-0164;59748077-0164-1;06.02.2025 13:00;34000.00;967621232;34000.00;25720.00;43000.00;21%;9000.00
31314952-0134;31314952-0134-1;06.02.2025 13:00;37905.00;986670006;37905.00;27966.00;55600.00;32%;17695.00
05528591-0032;05528591-0032-1;06.02.2025 13:00;11136.00;1079018891;11136.00;8761.00;17465.00;36%;6329.00
0148954530-0037;0148954530-0037-1;06.02.2025 13:00;6048.00;1233015711;6048.00;4364.00;8756.00;31%;2708.00
08377486-0248;08377486-0248-1;06.02.2025 13:00;16469.00;1083302078;16469.00;12148.00;24332.00;32%;7863.00
0127990926-0158;0127990926-0158-2;06.02.2025 13:00;18189.00;984997674;18189.00;14562.00;24470.00;26%;6281.00
0151010127-0040;0151010127-0040-1;06.02.2025 13:00;17100.00;1083302078;17100.00;13690.00;24963.00;32%;7863.00
0180127005-0009;0180127005-0009-2;06.02.2025 13:00;20131.00;1325921922;20131.00;15366.00;27060.00;26%;6929.00
95160759-0190;95160759-0190-1;06.02.2025 13:00;5512.00;1090789726;5512.00;4426.00;7998.00;31%;2486.00
0177806023-0020;0177806023-0020-1;05.02.2025 13:00;14184.00;985189781;14184.00;10875.00;22591.00;37%;8407.00
38291368-0017;38291368-0017-1;05.02.2025 13:00;14184.00;985189781;14184.00;10251.00;22591.00;37%;8407.00
0116270228-0019;0116270228-0019-1;05.02.2025 13:00;5512.00;1232870909;5512.00;4442.00;7998.00;31%;2486.00
41666125-0044;41666125-0044-1;05.02.2025 13:00;18711.00;955086816;18711.00;13810.00;25715.00;27%;7004.00
85836444-0157;85836444-0157-1;05.02.2025 13:00;5948.00;1233015711;5948.00;4450.00;8656.00;31%;2708.00
0131655766-0109;0131655766-0109-2;04.02.2025 13:00;6426.00;1255409796;6426.00;4834.00;8756.00;27%;2330.00
08749232-0247;08749232-0247-1;04.02.2025 13:00;5697.00;1147625400;5697.00;4286.00;8584.00;34%;2887.00
88633576-0183;88633576-0183-1;04.02.2025 13:00;5374.00;1232919540;5374.00;4001.00;7998.00;33%;2624.00
32789380-0203;32789380-0203-1;04.02.2025 13:00;18616.00;985032210;18616.00;13968.00;25763.00;28%;7147.00
0155026775-0009;0155026775-0009-1;03.02.2025 13:00;36416.00;985312532;36416.00;138501.00;48500.00;25%;12084.00
0100642669-0014;0100642669-0014-1;03.02.2025 13:00;6426.00;1255409796;6426.00;4784.00;8756.00;27%;2330.00
03874158-0288;03874158-0288-1;03.02.2025 13:00;12326.00;1064626945;12326.00;9062.00;17465.00;29%;5139.00
0140543904-0065;0140543904-0065-2;03.02.2025 13:00;5374.00;1232919540;5374.00;4001.00;7998.00;33%;2624.00
0146418600-0021;0146418600-0021-1;03.02.2025 13:00;19372.00;985165859;19372.00;15571.00;27330.00;29%;7958.00
0124137763-0033;0124137763-0033-1;03.02.2025 13:00;5669.00;1147625400;5669.00;4268.00;8556.00;34%;2887.00
0104769937-0036;0104769937-0036-1;03.02.2025 13:00;19372.00;985165859;19372.00;14634.00;27330.00;29%;7958.00
0185888353-0005;0185888353-0005-1;03.02.2025 13:00;36472.00;1619227946;36472.00;27798.00;65820.00;45%;29348.00
31499721-0076;31499721-0076-1;02.02.2025 13:00;14184.00;985189781;14184.00;10563.00;22591.00;37%;8407.00
0165549251-0016;0165549251-0016-1;02.02.2025 13:00;13823.00;999667986;13823.00;11065.00;22414.00;38%;8591.00
0131711513-0139;0131711513-0139-1;02.02.2025 13:00;14184.00;985189781;14184.00;10564.00;22591.00;37%;8407.00
0110236429-0496;0110236429-0496-2;31.01.2025 13:00;35000.00;986693525;35000.00;26756.00;50700.00;31%;15700.00
0165666759-0107;0165666759-0107-1;31.01.2025 13:00;6400.00;1233015711;6400.00;4803.00;8756.00;27%;2356.00
0110960904-0131;0110960904-0131-1;31.01.2025 13:00;6800.00;1255409796;6800.00;5103.00;8756.00;22%;1956.00
0123254144-0149;0123254144-0149-1;31.01.2025 13:00;20500.00;985165859;20500.00;15580.00;27330.00;25%;6830.00
46354870-0131;46354870-0131-1;31.01.2025 13:00;14184.00;985189781;14184.00;11197.00;22591.00;37%;8407.00
0124180415-0028;0124180415-0028-1;31.01.2025 13:00;6400.00;1233015711;6400.00;5149.00;8756.00;27%;2356.00
0124609693-0067;0124609693-0067-1;30.01.2025 13:00;5760.00;1233015711;5760.00;4326.00;8756.00;34%;2996.00
0123777037-0043;0123777037-0043-1;30.01.2025 13:00;5760.00;1233015711;5760.00;4631.00;8756.00;34%;2996.00
0123515600-0161;0123515600-0161-3;30.01.2025 13:00;6120.00;1255409796;6120.00;4406.00;8756.00;30%;2636.00
0109592670-0028;0109592670-0028-1;30.01.2025 13:00;39600.00;1619464475;39600.00;28810.00;65221.00;39%;25621.00
50065705-0025;50065705-0025-1;29.01.2025 13:00;31500.00;986693525;31500.00;23743.00;50700.00;38%;19200.00
70003939-0023;70003939-0023-1;29.01.2025 13:00;6300.00;1159876183;6300.00;4662.00;8736.00;28%;2436.00
0154868188-0062;0154868188-0062-1;29.01.2025 13:00;6120.00;1255409796;6120.00;4528.00;8756.00;30%;2636.00
84618211-0124;84618211-0124-1;28.01.2025 13:00;5760.00;1233015711;5760.00;4262.00;8756.00;34%;2996.00
0124874621-0019;0124874621-0019-1;28.01.2025 13:00;5715.00;1232915937;5715.00;4530.00;7998.00;29%;2283.00
0186490141-0003;0186490141-0003-1;28.01.2025 13:00;36416.00;985312532;36416.00;138185.00;48500.01;25%;12084.01
0105265447-0006;0105265447-0006-1;28.01.2025 13:00;5760.00;1233015711;5760.00;4272.00;8756.00;34%;2996.00
28000200-0302;28000200-0302-1;27.01.2025 13:00;5580.00;1359397672;5580.00;4139.00;8332.00;33%;2752.00
46583742-0040;46583742-0040-1;27.01.2025 13:00;16200.00;986771159;16200.00;11871.00;24268.00;33%;8068.00
0112187104-0085;0112187104-0085-1;27.01.2025 13:00;5715.00;1090789726;5715.00;4239.00;7998.00;29%;2283.00
0100653665-0027;0100653665-0027-1;27.01.2025 13:00;19800.00;955086816;19800.00;14279.00;25715.00;23%;5915.00
38656877-0188;38656877-0188-1;27.01.2025 13:00;33000.00;967621232;33000.00;24153.00;43000.00;23%;10000.00
0160213181-0036;0160213181-0036-1;27.01.2025 13:00;36009.00;986670006;36009.00;133620.00;55599.95;35%;19590.95
0160213181-0036;0160213181-0036-3;27.01.2025 13:00;36009.00;986670006;36009.00;133620.00;55599.95;35%;19590.95
0160213181-0036;0160213181-0036-5;27.01.2025 13:00;36009.00;986670006;36009.00;133620.00;55599.95;35%;19590.95
0160213181-0036;0160213181-0036-7;27.01.2025 13:00;36009.00;986670006;36009.00;133620.00;55599.95;35%;19590.95
85167100-0228;85167100-0228-1;27.01.2025 13:00;5760.00;1233002951;5760.00;4205.00;8756.00;34%;2996.00
0124486685-0113;0124486685-0113-1;27.01.2025 13:00;6120.00;1255409796;6120.00;4467.00;8756.00;30%;2636.00
93785273-0110;93785273-0110-1;26.01.2025 13:00;5760.00;1233015711;5760.00;4205.00;8756.00;34%;2996.00
0171998284-0007;0171998284-0007-1;26.01.2025 13:00;15000.00;965922030;15000.00;11441.00;17465.00;14%;2465.00
0102064076-0098;0102064076-0098-1;26.01.2025 13:00;13823.00;999667986;13823.00;9921.00;22414.00;38%;8591.00
0120651573-0034;0120651573-0034-2;26.01.2025 13:00;20500.00;985165859;20500.00;15935.00;27330.00;25%;6830.00
0108125721-0032;0108125721-0032-1;26.01.2025 13:00;6120.00;1255409796;6120.00;4467.00;8756.00;30%;2636.00
51785341-0314;51785341-0314-1;26.01.2025 13:00;39600.00;1619464475;39600.00;29225.00;65221.00;39%;25621.00
0133902254-0030;0133902254-0030-1;26.01.2025 13:00;15000.00;1351965762;15000.00;10578.00;20600.00;27%;5600.00
0156236441-0037;0156236441-0037-1;26.01.2025 13:00;5760.00;1233015711;5760.00;4218.00;8756.00;34%;2996.00
68130962-0116;68130962-0116-1;26.01.2025 13:00;6120.00;1255409796;6120.00;4791.00;8756.00;30%;2636.00
0136405894-0066;0136405894-0066-1;26.01.2025 13:00;5850.00;1091369491;5850.00;4284.00;8177.00;28%;2327.00
0131554727-0062;0131554727-0062-1;25.01.2025 13:00;5580.00;1359397672;5580.00;4087.00;8332.00;33%;2752.00
64480284-0077;64480284-0077-1;25.01.2025 13:00;5760.00;1233015711;5760.00;4509.00;8756.00;34%;2996.00
0141225423-0034;0141225423-0034-1;25.01.2025 13:00;14040.00;1266364538;14040.00;10782.00;22414.00;37%;8374.00
53142302-0056;53142302-0056-1;25.01.2025 13:00;33000.00;967621232;33000.00;24263.00;43000.00;23%;10000.00
0181716031-0051;0181716031-0051-1;25.01.2025 13:00;19170.00;985122721;19170.00;13774.00;25369.00;24%;6199.00
31792322-0333;31792322-0333-1;25.01.2025 13:00;13814.00;985189781;13814.00;9925.00;22221.00;38%;8407.00
80333226-0406;80333226-0406-1;25.01.2025 13:00;20500.00;985165859;20500.00;14985.00;27330.00;25%;6830.00
81914901-0352;81914901-0352-1;25.01.2025 13:00;6120.00;1255409796;6120.00;4518.00;8756.00;30%;2636.00
81518827-0158;81518827-0158-1;24.01.2025 13:00;11512.00;1064626945;11512.00;8369.00;17465.00;34%;5953.00
29701574-0045;29701574-0045-1;24.01.2025 13:00;36416.00;985312532;36416.00;27061.00;48500.00;25%;12084.00
40693543-0553;40693543-0553-1;24.01.2025 13:00;15000.00;1351965762;15000.00;10919.00;20600.00;27%;5600.00
0163045402-0046;0163045402-0046-1;24.01.2025 13:00;14618.00;965922030;14618.00;10949.00;17083.00;14%;2465.00
0163045402-0046;0163045402-0046-3;24.01.2025 13:00;5901.00;1087599272;5901.00;4444.00;8447.00;30%;2546.00
0108569488-1014;0108569488-1014-1;24.01.2025 13:00;6120.00;1255409796;6120.00;4906.00;8756.00;30%;2636.00
0108569488-1013;0108569488-1013-1;24.01.2025 13:00;4847.00;1232870909;4847.00;3713.00;7130.00;32%;2283.00
13774899-0171;13774899-0171-3;24.01.2025 13:00;5558.00;1091369491;5558.00;4186.00;7885.00;30%;2327.00
0137933492-0032;0137933492-0032-3;23.01.2025 13:00;11958.00;1577323801;11958.00;8895.00;17465.00;32%;5507.00
0121863217-0154;0121863217-0154-1;23.01.2025 13:00;5850.00;1091369491;5850.00;4406.00;8177.00;28%;2327.00
0191805969-0001;0191805969-0001-1;23.01.2025 13:00;5715.00;1090789726;5715.00;4581.00;7998.00;29%;2283.00
0132668199-0266;0132668199-0266-1;23.01.2025 13:00;11958.00;1577323801;11958.00;8948.00;17465.00;32%;5507.00
0152515798-0334;0152515798-0334-1;22.01.2025 13:00;5715.00;1090789726;5715.00;4580.00;7998.00;29%;2283.00
0148447451-0185;0148447451-0185-1;22.01.2025 13:00;5430.00;1090789726;5430.00;4352.00;7713.00;30%;2283.00
47888233-0292;47888233-0292-1;22.01.2025 13:00;17910.00;1606602149;17910.00;13809.00;26330.00;32%;8420.00
0109830822-0048;0109830822-0048-1;22.01.2025 13:00;19800.00;955086816;19800.00;15178.00;25715.00;23%;5915.00
76654609-0109;76654609-0109-1;22.01.2025 13:00;5715.00;1090789726;5715.00;4394.00;7998.00;29%;2283.00
67472597-0157;67472597-0157-1;22.01.2025 13:00;5512.00;1720555710;5512.00;3965.00;8500.00;35%;2988.00
0154684245-0125;0154684245-0125-2;22.01.2025 13:00;5580.00;1359397672;5580.00;4422.00;8332.00;33%;2752.00
0105423020-0122;0105423020-0122-2;21.01.2025 13:00;11958.00;1577323801;11958.00;9135.00;17465.00;32%;5507.00
0124874621-0018;0124874621-0018-1;21.01.2025 13:00;5715.00;1232915937;5715.00;4529.00;7998.00;29%;2283.00
0137727663-0019;0137727663-0019-1;21.01.2025 13:00;5580.00;1359397672;5580.00;4142.00;8332.00;33%;2752.00
0112187104-0084;0112187104-0084-2;21.01.2025 13:00;5430.00;1232915937;5430.00;4007.00;7713.00;30%;2283.00
67472597-0155;67472597-0155-3;21.01.2025 13:00;5612.00;1720555710;5612.00;4166.00;8600.00;35%;2988.00
42793594-0034;42793594-0034-1;21.01.2025 13:00;5850.00;1091369491;5850.00;4342.00;8177.00;28%;2327.00
0123254144-0148;0123254144-0148-1;21.01.2025 13:00;20500.00;985165859;20500.00;15150.00;27330.00;25%;6830.00
0147563265-0013;0147563265-0013-1;20.01.2025 13:00;33000.00;967621232;33000.00;24351.00;43000.00;23%;10000.00
80384742-0037;80384742-0037-1;20.01.2025 13:00;17910.00;1606602149;17910.00;13231.00;26330.00;32%;8420.00
80384742-0036;80384742-0036-1;20.01.2025 13:00;18519.00;985186122;18519.00;13681.00;25949.00;29%;7430.00
0165345417-0104;0165345417-0104-1;20.01.2025 13:00;11958.00;1577323801;11958.00;8797.00;17465.00;32%;5507.00
08377486-0242;08377486-0242-1;20.01.2025 13:00;17100.00;1083302078;17100.00;12633.00;24963.00;32%;7863.00
0134358504-0093;0134358504-0093-1;20.01.2025 13:00;19800.00;955086816;19800.00;14628.00;25715.00;23%;5915.00
07668251-0169;07668251-0169-1;20.01.2025 13:00;11958.00;1577323801;11958.00;8796.00;17465.00;32%;5507.00
0130878237-0444;0130878237-0444-1;20.01.2025 13:00;5760.00;1233002951;5760.00;4564.00;8756.00;34%;2996.00
44278667-0113;44278667-0113-3;19.01.2025 13:00;6120.00;1255409796;6120.00;4849.00;8756.00;30%;2636.00
0132934169-0026;0132934169-0026-1;19.01.2025 13:00;15000.00;1351965762;15000.00;11082.00;20600.00;27%;5600.00
92938664-0050;92938664-0050-1;19.01.2025 13:00;19170.00;985122721;19170.00;15119.00;25369.00;24%;6199.00
45753714-0085;45753714-0085-2;19.01.2025 13:00;5715.00;1232870909;5715.00;4246.00;7998.00;29%;2283.00
36036606-0242;36036606-0242-1;19.01.2025 13:00;5580.00;1359397672;5580.00;4145.00;8332.00;33%;2752.00
0143644141-0046;0143644141-0046-1;18.01.2025 13:00;15000.00;965922030;15000.00;11087.00;17465.00;14%;2465.00
25827149-0203;25827149-0203-3;18.01.2025 13:00;6210.00;1087599272;6210.00;4613.00;8756.00;29%;2546.00
0123733990-0048;0123733990-0048-1;18.01.2025 13:00;22000.00;1403051903;22000.00;16240.00;29284.00;25%;7284.00
0144785685-0049;0144785685-0049-1;17.01.2025 13:00;15000.00;1351965762;15000.00;10965.00;20600.00;27%;5600.00
0114536244-0101;0114536244-0101-1;17.01.2025 13:00;5580.00;1359397672;5580.00;4094.00;8332.00;33%;2752.00
0150510461-5221;0150510461-5221-1;17.01.2025 13:00;36009.00;986670006;36009.00;26272.00;55600.00;35%;19591.00
0156372501-0039;0156372501-0039-1;17.01.2025 13:00;5715.00;1090789726;5715.00;4170.00;7998.00;29%;2283.00
0124865972-0117;0124865972-0117-1;17.01.2025 13:00;5580.00;1359397672;5580.00;4071.00;8332.00;33%;2752.00
09518536-0525;09518536-0525-1;17.01.2025 13:00;5850.00;1091369491;5850.00;4268.00;8177.00;28%;2327.00
0158611147-0002;0158611147-0002-1;17.01.2025 13:00;5760.00;1233002951;5760.00;4502.00;8756.00;34%;2996.00
56811986-0267;56811986-0267-1;17.01.2025 13:00;17111.00;955086816;17111.00;12293.00;25006.00;32%;7895.00
0131180608-0124;0131180608-0124-1;16.01.2025 13:00;17910.00;1606602149;17910.00;12978.00;26330.00;32%;8420.00
48973086-0231;48973086-0231-1;16.01.2025 13:00;5715.00;1090789726;5715.00;4170.00;7998.00;29%;2283.00
0163875281-0044;0163875281-0044-2;16.01.2025 13:00;11323.00;1442316061;11323.00;8177.00;18000.00;37%;6677.00
62509901-0246;62509901-0246-1;16.01.2025 13:00;5814.00;1255409796;5814.00;4242.00;8450.00;31%;2636.00
04961311-0827;04961311-0827-1;16.01.2025 13:00;25290.00;1418098260;25290.00;19849.00;40672.00;38%;15382.00
37311540-0037;37311540-0037-1;16.01.2025 13:00;5580.00;1359397672;5580.00;4084.00;8332.00;33%;2752.00
0101038280-0081;0101038280-0081-1;15.01.2025 13:00;5760.00;1233002951;5760.00;4216.00;8756.00;34%;2996.00
71099773-0054;71099773-0054-1;15.01.2025 13:00;17820.00;955086816;17820.00;12926.00;25715.00;31%;7895.00
43153619-0064;43153619-0064-1;15.01.2025 13:00;6210.00;1087599272;6210.00;4545.00;8756.00;29%;2546.00
51365725-0461;51365725-0461-1;15.01.2025 13:00;5760.00;1233015711;5760.00;4270.00;8756.00;34%;2996.00
51365725-0461;51365725-0461-3;15.01.2025 13:00;5760.00;1233015711;5760.00;4270.00;8756.00;34%;2996.00
51365725-0461;51365725-0461-5;15.01.2025 13:00;5760.00;1233015711;5760.00;4270.00;8756.00;34%;2996.00
51365725-0461;51365725-0461-7;15.01.2025 13:00;5760.00;1233015711;5760.00;4270.00;8756.00;34%;2996.00
51365725-0461;51365725-0461-9;15.01.2025 13:00;5760.00;1233015711;5760.00;4270.00;8756.00;34%;2996.00
51365725-0461;51365725-0461-11;15.01.2025 13:00;5760.00;1233015711;5760.00;4270.00;8756.00;34%;2996.00
0143271731-0365;0143271731-0365-1;15.01.2025 13:00;18900.00;985186122;18900.00;14152.00;26330.00;28%;7430.00
83397210-0018;83397210-0018-1;15.01.2025 13:00;18450.00;985165859;18450.00;13685.00;27330.00;32%;8880.00
12468791-0354;12468791-0354-1;15.01.2025 13:00;21600.00;1338292056;21600.00;16021.00;33312.00;35%;11712.00
57785248-0078;57785248-0078-2;15.01.2025 13:00;12168.00;1577323801;12168.00;9025.00;17465.00;30%;5297.00
61103773-0880;61103773-0880-1;15.01.2025 13:00;11596.00;1577323801;11596.00;9093.00;16893.00;31%;5297.00
0160123747-0040;0160123747-0040-6;14.01.2025 13:00;19522.00;1606602149;19522.00;14480.00;25952.00;25%;6430.00
0100763397-0001;0100763397-0001-1;14.01.2025 13:00;35000.00;986693525;35000.00;26121.00;50700.00;31%;15700.00
14936633-0171;14936633-0171-1;14.01.2025 13:00;15600.00;1266364538;15600.00;11571.00;22414.00;30%;6814.00
0121559166-0149;0121559166-0149-1;14.01.2025 13:00;12168.00;1577323801;12168.00;9025.00;17465.00;30%;5297.00
70275957-0019;70275957-0019-1;13.01.2025 13:00;21300.00;985122721;21300.00;15799.00;25369.00;16%;4069.00
02799106-0071;02799106-0071-1;13.01.2025 13:00;6400.00;1233002951;6400.00;4747.00;8756.00;27%;2356.00
0186327453-0011;0186327453-0011-1;13.01.2025 13:00;12168.00;1577323801;12168.00;9545.00;17465.00;30%;5297.00
67566759-0318;67566759-0318-1;13.01.2025 13:00;6200.00;1359397672;6200.00;4590.00;8332.00;26%;2132.00
0126803110-0094;0126803110-0094-1;13.01.2025 13:00;14714.00;1064989520;14714.00;10893.00;17465.00;16%;2751.00
71099773-0051;71099773-0051-1;13.01.2025 13:00;19800.00;955086816;19800.00;14658.00;25715.00;23%;5915.00
0150480331-0192;0150480331-0192-1;13.01.2025 13:00;18810.00;955086816;18810.00;13925.00;24725.00;24%;5915.00
77341043-0217;77341043-0217-1;13.01.2025 13:00;6461.00;1255409796;6461.00;4783.00;8417.00;23%;1956.00
0144049380-0153;0144049380-0153-1;12.01.2025 13:00;15000.00;1351965762;15000.00;11106.00;20600.00;27%;5600.00
78003533-0112;78003533-0112-1;12.01.2025 13:00;41996.00;975934905;41996.00;31090.00;54470.00;23%;12474.00
39430396-0326;39430396-0326-1;12.01.2025 13:00;6350.00;1232915937;6350.00;4701.00;7998.00;21%;1648.00
90177562-0073;90177562-0073-1;12.01.2025 13:00;21300.00;985122721;21300.00;15769.00;25369.00;16%;4069.00
0173901763-0007;0173901763-0007-1;12.01.2025 13:00;12168.00;1577323801;12168.00;9008.00;17465.00;30%;5297.00
91587580-0121;91587580-0121-1;12.01.2025 13:00;6400.00;1233012563;6400.00;4738.00;8756.00;27%;2356.00
0101854583-0212;0101854583-0212-1;12.01.2025 13:00;6800.00;1255409796;6800.00;5041.00;8756.00;22%;1956.00
77341043-0215;77341043-0215-1;11.01.2025 13:00;6800.00;1255409796;6800.00;5041.00;8756.00;22%;1956.00
50949173-0224;50949173-0224-1;11.01.2025 13:00;6800.00;1255409796;6800.00;5399.00;8756.00;22%;1956.00
0139206814-0170;0139206814-0170-1;11.01.2025 13:00;31239.00;985312532;31239.00;24755.00;48500.00;36%;17261.00
63242257-0007;63242257-0007-2;11.01.2025 13:00;24000.00;1338292056;24000.00;17810.00;33312.00;28%;9312.00
97210486-0142;97210486-0142-1;11.01.2025 13:00;20500.00;985165859;20500.00;16310.00;27330.00;25%;6830.00
91535336-0153;91535336-0153-1;10.01.2025 13:00;11036.00;1079018891;11036.00;8163.25;17365.00;36%;6329.00
0189628374-0001;0189628374-0001-3;10.01.2025 13:00;41996.00;975934905;41996.00;31165.00;54470.00;23%;12474.00
43753604-0010;43753604-0010-1;10.01.2025 13:00;11136.00;1079018891;11136.00;8347.00;17465.00;36%;6329.00
0145958898-0015;0145958898-0015-1;10.01.2025 13:00;22000.00;1403051903;22000.00;81128.00;29283.98;25%;7283.98
0127061644-0039;0127061644-0039-1;10.01.2025 13:00;35000.00;986693525;35000.00;26121.00;50700.00;31%;15700.00
41993865-0007;41993865-0007-1;10.01.2025 13:00;12168.00;1577323801;12168.00;9678.00;17465.00;30%;5297.00
73445968-0012;73445968-0012-1;10.01.2025 13:00;6200.00;1359397672;6200.00;4599.00;8332.00;26%;2132.00
81036546-0158;81036546-0158-1;10.01.2025 13:00;19502.00;1606602149;19502.00;14465.00;25932.00;25%;6430.00
70931902-0052;70931902-0052-1;09.01.2025 13:00;13823.00;999667986;13823.00;10253.00;22414.00;38%;8591.00
0150932595-0674;0150932595-0674-1;09.01.2025 13:00;10722.00;1079018891;10722.00;7840.00;17051.00;37%;6329.00
90248505-0267;90248505-0267-1;09.01.2025 13:00;11136.00;1079018891;11136.00;8254.00;17465.00;36%;6329.00
0132622230-0166;0132622230-0166-1;09.01.2025 13:00;6800.00;1255409796;6800.00;5039.00;8756.00;22%;1956.00
0172175961-0003;0172175961-0003-1;08.01.2025 13:00;20500.00;985165859;20500.00;15192.00;27330.00;25%;6830.00
0121343764-0097;0121343764-0097-8;08.01.2025 13:00;6800.00;1255409796;6800.00;5039.00;8756.00;22%;1956.00
82091809-0121;82091809-0121-1;08.01.2025 13:00;6350.00;1232915937;6350.00;4706.00;7998.00;21%;1648.00
0129508137-0021;0129508137-0021-1;08.01.2025 13:00;6800.00;1255409796;6800.00;5039.00;8756.00;22%;1956.00
83686698-0119;83686698-0119-1;08.01.2025 13:00;40200.00;986638247;40200.00;30006.00;58260.00;31%;18060.00
50939573-0210;50939573-0210-2;07.01.2025 13:00;9060.00;1792620070;9060.00;6721.00;11921.00;24%;2861.00
94896554-0326;94896554-0326-2;07.01.2025 13:00;6200.00;1359397672;6200.00;4606.00;8332.00;26%;2132.00
0117458144-0042;0117458144-0042-1;07.01.2025 13:00;15000.00;1351965762;15000.00;11145.00;20600.00;27%;5600.00
40062093-0033;40062093-0033-1;06.01.2025 13:00;11833.00;965922030;11833.00;8792.00;17465.00;32%;5632.00
0156413709-0049;0156413709-0049-1;06.01.2025 13:00;6008.00;1233015711;6008.00;4363.00;8364.00;28%;2356.00
0176859647-0041;0176859647-0041-1;06.01.2025 13:00;11833.00;965922030;11833.00;8879.00;17465.00;32%;5632.00
0158754475-0150;0158754475-0150-1;06.01.2025 13:00;6800.00;1255409796;6800.00;5023.00;8756.00;22%;1956.00
